gender,income_type,annual_income,employment_years,education_level,existing_loan_balance,credit_inquiries,past_due_count,payment_status,approval_status
Female,State servant,63100.0,1.7,Higher education,1200.0,2,1,0,Rejected
Female,Commercial associate,45000.0,11.3,Higher education,17200.0,1,2,0,Approved
Male,State servant,105700.0,3.6,Incomplete higher,19500.0,1,2,0,Rejected
Female,Working,118700.0,7.5,Incomplete higher,7000.0,2,1,0,Rejected
Male,Working,111400.0,0.0,Higher education,10400.0,2,0,default,Approved
Male,Commercial associate,49800.0,3.5,Secondary,8300.0,1,0,0,Rejected
Female,Working,39000.0,11.7,Secondary,17900.0,2,2,1,Rejected
Female,Pensioner,106400.0,2.8,Lower secondary,25000.0,1,1,0,Approved
Male,State servant,76500.0,10.7,Lower secondary,4600.0,3,1,1,Rejected
Male,Working,69400.0,0.0,Lower secondary,16100.0,1,0,0,Rejected
Female,Student,45000.0,3.6,Secondary,28400.0,3,0,2,Rejected
Female,Commercial associate,72500.0,5.6,Secondary,7400.0,1,0,late,Rejected
Female,Working,36700.0,15.6,Higher education,900.0,5,0,0,Approved
Female,Commercial associate,79600.0,0.4,Higher education,6000.0,0,0,3,Rejected
Male,Working,111400.0,10.0,Secondary,5400.0,0,0,0,Approved
Female,Pensioner,124700.0,12.0,Higher education,6300.0,3,1,1,Approved
Female,Working,82400.0,2.7,Secondary,36700.0,1,0,0,Approved
Male,Working,32100.0,4.6,Higher education,42200.0,2,1,0,Rejected
Female,Commercial associate,65400.0,7.2,Secondary,30800.0,1,1,1,Rejected
Female,Working,156800.0,0.0,Secondary,9800.0,3,0,0,Rejected
Male,Working,40500.0,4.1,Secondary,31600.0,0,0,0,Rejected
Female,Commercial associate,58300.0,13.1,Lower secondary,1400.0,3,0,0,Approved
Female,Working,113100.0,9.2,Higher education,5200.0,3,0,0,Approved
Female,Working,79000.0,5.7,Lower secondary,20800.0,2,0,1,Rejected
Male,Working,182800.0,7.1,Higher education,7900.0,2,0,1,Approved
Female,Working,43100.0,9.5,Secondary,4600.0,1,0,2,Rejected
Female,Working,38400.0,10.5,Secondary,15800.0,2,0,0,Rejected
Female,Pensioner,103900.0,3.6,Higher education,16000.0,1,0,0,Approved
Female,Student,35000.0,14.5,Secondary,17100.0,4,0,3,Rejected
Male,Working,54800.0,13.3,Higher education,18400.0,3,0,0,Rejected
Female,Student,58100.0,10.0,Incomplete higher,15200.0,2,0,0,Approved
Male,Commercial associate,95400.0,2.1,Incomplete higher,11200.0,2,1,2,Rejected
Male,Commercial associate,78900.0,1.2,Secondary,12700.0,1,1,1,Rejected
Male,Pensioner,73500.0,4.8,Higher education,21000.0,1,0,1,Approved
Female,Pensioner,50000.0,6.8,Secondary,14800.0,5,1,0,Rejected
Male,Pensioner,103400.0,0.0,Secondary,8600.0,2,1,0,Rejected
Male,Commercial associate,366500.0,9.1,Higher education,6900.0,0,0,0,Approved
Female,Commercial associate,81700.0,13.2,Higher education,12600.0,3,0,0,Approved
Male,Working,62600.0,9.5,Higher education,28300.0,2,1,0,Rejected
Male,Working,33400.0,3.0,Secondary,18600.0,0,1,0,Rejected
Female,Commercial associate,44900.0,2.4,Academic degree,29300.0,2,1,0,Rejected
Male,Working,54400.0,8.1,Academic degree,9600.0,0,4,0,Rejected
Female,Working,47100.0,5.7,Higher education,14100.0,2,1,0,Rejected
Male,Working,59400.0,8.8,Incomplete higher,15600.0,3,1,0,Rejected
Other,Working,133300.0,9.6,Secondary,21600.0,4,1,0,Rejected
Female,Commercial associate,104900.0,12.2,Higher education,9700.0,2,2,0,Approved
Male,Commercial associate,55700.0,0.6,Incomplete higher,18600.0,3,0,2,Rejected
Female,Working,34800.0,7.7,Incomplete higher,27300.0,0,2,0,Rejected
Male,Working,109300.0,4.6,Incomplete higher,11600.0,3,0,1,Approved
Male,Working,58600.0,6.0,Higher education,6200.0,0,1,0,Rejected
Female,Working,27500.0,11.0,Incomplete higher,27900.0,1,0,0,Rejected
Female,Pensioner,82500.0,11.6,Higher education,19800.0,4,0,0,Rejected
Female,Commercial associate,95000.0,13.8,Secondary,3700.0,4,2,0,Approved
Female,Commercial associate,20100.0,8.7,Secondary,11800.0,1,1,0,Rejected
Female,Commercial associate,41300.0,5.9,Higher education,38100.0,3,0,0,Approved
Female,Student,57000.0,5.2,Higher education,17600.0,1,1,0,Rejected
Female,Pensioner,83300.0,0.0,Higher education,12600.0,3,0,1,Rejected
Female,Commercial associate,47500.0,13.5,Lower secondary,5600.0,4,1,0,Rejected
Male,Working,41200.0,4.8,Higher education,5500.0,1,0,0,Rejected
Male,Working,83100.0,9.1,Secondary,20700.0,2,0,1,Rejected
Male,State servant,48500.0,10.0,Secondary,6000.0,1,0,0,Rejected
Female,Working,76400.0,0.0,Higher education,15600.0,5,1,0,Rejected
Male,Working,36300.0,1.7,Higher education,11600.0,3,0,0,Approved
Male,Student,32600.0,14.5,Higher education,15000.0,7,0,0,Rejected
Female,Pensioner,84100.0,8.0,Higher education,10900.0,6,0,0,Approved
Female,Working,67100.0,3.5,Higher education,17100.0,1,1,3,Rejected
Male,Working,90700.0,5.8,Higher education,23200.0,0,2,0,Approved
Female,Working,47100.0,12.1,Incomplete higher,11000.0,3,0,0,Approved
Male,Commercial associate,41900.0,11.4,Secondary,21900.0,4,0,2,Rejected
Other,Working,110500.0,0.0,Higher education,30100.0,1,1,0,Rejected
Female,State servant,30200.0,15.0,Higher education,15500.0,0,0,late,Rejected
Female,State servant,105200.0,11.5,Secondary,20400.0,2,1,1,Rejected
Other,Commercial associate,108500.0,5.7,Higher education,4600.0,1,0,0,Approved
Male,Commercial associate,88200.0,0.3,Higher education,11200.0,0,0,0,Approved
Female,Working,43900.0,12.0,Higher education,3300.0,3,0,0,Approved
Male,Working,41500.0,9.0,Incomplete higher,8400.0,1,2,0,Rejected
Male,Pensioner,54500.0,0.0,Secondary,11300.0,0,1,0,Rejected
Male,Working,33400.0,5.3,Secondary,40200.0,2,1,0,Rejected
Male,Working,38800.0,22.8,Secondary,6900.0,2,0,0,Approved
Female,Working,80000.0,6.6,Secondary,12200.0,4,0,0,Rejected
Female,Working,80200.0,2.6,Higher education,6000.0,1,0,3,Rejected
Male,Working,37300.0,1.3,Incomplete higher,10600.0,3,1,0,Rejected
Female,Pensioner,81200.0,15.7,Higher education,17300.0,2,0,0,Rejected
Male,Pensioner,73500.0,10.9,Secondary,19200.0,1,1,0,Approved
Male,Commercial associate,118100.0,13.8,Secondary,9600.0,0,0,0,Approved
Female,Pensioner,77400.0,7.8,Secondary,7700.0,1,0,0,Rejected
Male,Working,96400.0,13.0,Higher education,32600.0,2,2,0,Rejected
Female,Pensioner,74200.0,2.1,Secondary,9100.0,4,1,0,Approved
Male,Commercial associate,93100.0,7.3,Higher education,1700.0,3,0,0,Approved
Female,Working,33600.0,8.0,Incomplete higher,27400.0,0,1,0,Rejected
Male,State servant,56700.0,13.7,Higher education,2200.0,0,1,0,Approved
Male,Working,58800.0,8.2,Secondary,27400.0,1,0,0,Rejected
Female,Working,53700.0,3.2,Secondary,3400.0,2,0,2,Approved
Male,Working,73100.0,6.8,Higher education,4100.0,5,0,0,Rejected
Male,Working,79700.0,0.0,Higher education,5100.0,1,1,0,Rejected
Male,Working,71400.0,0.0,Secondary,8500.0,2,2,3,Rejected
Male,Commercial associate,55300.0,10.8,Incomplete higher,27600.0,1,0,0,Rejected
Other,State servant,43000.0,4.6,Higher education,5200.0,3,1,0,Approved
Female,Working,98100.0,5.1,Higher education,17200.0,2,0,0,Approved
Male,Commercial associate,70100.0,10.8,Secondary,14800.0,3,0,0,Approved
Female,Working,37900.0,13.8,Secondary,13000.0,2,1,0,Rejected
Male,Pensioner,54900.0,9.3,Secondary,24300.0,3,0,0,Rejected
Male,Working,27300.0,16.5,Secondary,13800.0,1,0,3,Approved
Female,Working,60800.0,9.1,Higher education,14600.0,1,0,0,Rejected
Female,Commercial associate,54800.0,8.1,Higher education,20300.0,2,0,0,Rejected
Male,Commercial associate,46200.0,7.8,Incomplete higher,8800.0,1,0,late,Rejected
Female,Pensioner,122200.0,0.0,Lower secondary,12300.0,3,2,0,Approved
Male,Commercial associate,35600.0,11.5,Secondary,15500.0,4,2,3,Rejected
Female,Pensioner,82300.0,0.0,Secondary,22800.0,0,0,3,Rejected
Male,Working,160200.0,3.5,Incomplete higher,11200.0,3,1,late,Approved
Female,Working,97200.0,6.6,Academic degree,12100.0,0,0,0,Approved
Female,Working,59000.0,2.4,Incomplete higher,17000.0,0,0,0,Approved
Male,Working,35900.0,4.2,Secondary,11300.0,2,1,1,Rejected
Male,Working,32400.0,16.1,Secondary,7100.0,1,1,0,Rejected
Female,Commercial associate,49800.0,12.2,Secondary,20200.0,2,0,0,Approved
Female,Working,44000.0,2.9,Incomplete higher,13900.0,2,1,0,Rejected
Male,Commercial associate,43300.0,4.1,Higher education,9300.0,0,0,0,Rejected
Male,Commercial associate,51700.0,0.0,Higher education,5000.0,3,0,2,Rejected
Female,Commercial associate,57200.0,10.2,Higher education,2300.0,1,0,default,Rejected
Male,Commercial associate,74500.0,5.2,Secondary,17600.0,4,1,0,Rejected
Male,Working,34300.0,0.0,Higher education,6900.0,3,1,0,Rejected
Male,Working,44000.0,7.0,Secondary,3200.0,4,1,0,Rejected
Male,Commercial associate,55700.0,8.8,Higher education,6300.0,2,1,0,Rejected
Male,Commercial associate,54800.0,11.5,Higher education,15500.0,1,1,0,Approved
Female,Working,136800.0,6.1,Higher education,6900.0,3,0,0,Approved
Male,Working,66500.0,4.6,Secondary,15700.0,1,0,0,Rejected
Male,Commercial associate,29000.0,16.8,Incomplete higher,8100.0,1,0,1,Approved
Male,Commercial associate,72300.0,6.5,Higher education,12200.0,1,1,0,Approved
Female,Working,76500.0,10.2,Secondary,13000.0,1,0,0,Approved
Female,Working,56600.0,3.7,Secondary,19500.0,4,1,1,Rejected
Male,State servant,34700.0,10.1,Higher education,19900.0,0,0,0,Rejected
Female,Working,132100.0,0.0,Secondary,12500.0,0,0,0,Approved
Other,State servant,37000.0,4.1,Secondary,5800.0,2,1,0,Rejected
Female,Working,80600.0,0.2,Secondary,26100.0,5,1,0,Rejected
Male,Commercial associate,65500.0,3.4,Secondary,9100.0,2,0,0,Rejected
Male,Working,78500.0,13.0,Higher education,1100.0,5,0,1,Rejected
Female,Working,129100.0,3.3,Higher education,15100.0,4,2,0,Rejected
Female,State servant,77100.0,10.2,Secondary,15500.0,3,0,0,Rejected
Male,Working,46600.0,14.4,Higher education,9400.0,0,0,0,Rejected
Male,Student,98500.0,6.4,Secondary,3400.0,4,0,0,Approved
Female,Working,45100.0,11.7,Secondary,2800.0,1,0,0,Rejected
Male,State servant,64400.0,9.3,Secondary,10000.0,2,1,2,Rejected
Male,State servant,33500.0,7.1,Incomplete higher,5300.0,2,1,0,Rejected
Female,Commercial associate,37600.0,10.4,Lower secondary,22800.0,1,0,1,Rejected
Female,Working,61300.0,16.1,Higher education,9700.0,7,1,1,Approved
Female,Commercial associate,70700.0,3.2,Secondary,8800.0,1,0,1,Approved
Female,Commercial associate,27800.0,1.5,Secondary,37600.0,2,0,1,Rejected
Female,State servant,74900.0,1.2,Secondary,1300.0,1,0,0,Approved
Female,Working,41400.0,11.7,Incomplete higher,12200.0,5,2,0,Rejected
Male,Working,106500.0,12.4,Secondary,2300.0,4,1,0,Approved
Female,Working,51100.0,3.7,Lower secondary,27800.0,1,0,0,Approved
Male,Commercial associate,36100.0,0.0,Higher education,3100.0,4,0,0,Rejected
Female,Student,62000.0,3.0,Higher education,15900.0,2,1,0,Approved
Female,Working,39600.0,9.3,Incomplete higher,14400.0,3,0,0,Approved
Male,Pensioner,106000.0,6.2,Secondary,2300.0,3,1,late,Approved
Male,State servant,59900.0,7.4,Higher education,16000.0,2,0,0,Rejected
Female,Working,55900.0,3.8,Secondary,8100.0,0,0,0,Approved
Female,Working,78100.0,11.8,Incomplete higher,18200.0,3,0,0,Rejected
Female,Commercial associate,38100.0,8.3,Higher education,7700.0,2,0,0,Approved
Male,Commercial associate,33500.0,9.5,Secondary,16100.0,1,0,0,Approved
Female,Working,72000.0,7.3,Incomplete higher,11300.0,3,0,0,Approved
Female,Pensioner,36500.0,9.2,Secondary,16000.0,3,1,0,Rejected
Female,Commercial associate,36500.0,8.9,Secondary,18000.0,2,1,0,Rejected
Male,State servant,87300.0,1.7,Incomplete higher,10400.0,1,2,0,Rejected
Male,State servant,75800.0,8.4,Higher education,9200.0,2,0,0,Approved
Male,Pensioner,34100.0,10.6,Incomplete higher,17600.0,3,0,0,Rejected
Male,Commercial associate,45300.0,12.5,Higher education,8200.0,1,0,0,Approved
Female,Working,39900.0,8.7,Higher education,10600.0,2,1,0,Rejected
Female,Commercial associate,133200.0,1.5,Secondary,31300.0,2,0,1,Rejected
Female,Working,90000.0,2.3,Secondary,12300.0,0,0,0,Rejected
Male,Commercial associate,49500.0,4.2,Lower secondary,20000.0,3,1,0,Rejected
Male,Working,77600.0,7.5,Secondary,7200.0,3,0,default,Approved
Male,Commercial associate,32500.0,5.9,Higher education,15900.0,1,2,0,Rejected
Other,Working,44200.0,0.7,Secondary,10800.0,3,0,0,Rejected
Other,Working,62800.0,0.6,Secondary,9400.0,1,1,1,Rejected
Male,Working,73400.0,0.0,Higher education,2100.0,4,2,1,Rejected
Female,Commercial associate,57300.0,0.0,Incomplete higher,5400.0,3,2,0,Rejected
Female,Pensioner,66900.0,5.8,Higher education,1800.0,4,0,0,Rejected
Female,Working,62000.0,18.6,Incomplete higher,39100.0,0,1,1,Rejected
Male,State servant,55600.0,15.8,Secondary,11200.0,3,1,0,Approved
Female,State servant,52400.0,1.4,Higher education,12300.0,2,0,0,Approved
Male,Working,49400.0,7.3,Secondary,22400.0,1,0,1,Rejected
Male,Commercial associate,66500.0,0.0,Higher education,14900.0,1,1,1,Rejected
Male,Working,72000.0,0.0,Secondary,9300.0,0,0,0,Approved
Female,Working,65500.0,0.3,Higher education,9400.0,1,0,0,Rejected
Female,Commercial associate,35200.0,5.3,Secondary,5000.0,1,0,0,Approved
Female,Working,38200.0,5.6,Incomplete higher,16800.0,0,1,2,Rejected
Male,State servant,71600.0,7.8,Incomplete higher,17200.0,0,1,1,Rejected
Male,State servant,116100.0,9.9,Incomplete higher,12400.0,2,0,1,Approved
Male,Pensioner,64100.0,4.7,Secondary,11000.0,4,3,0,Rejected
Female,Commercial associate,49700.0,6.7,Academic degree,17300.0,4,0,3,Rejected
Female,Commercial associate,66200.0,0.8,Secondary,4900.0,3,0,0,Rejected
Female,Student,35900.0,0.0,Secondary,15400.0,1,0,0,Rejected
Male,Working,107900.0,0.0,Secondary,32500.0,4,0,2,Rejected
Male,Working,65100.0,9.9,Secondary,7400.0,1,1,0,Rejected
Female,Commercial associate,44300.0,4.7,Higher education,10200.0,4,0,0,Rejected
Male,Working,55500.0,0.0,Secondary,27100.0,4,2,0,Rejected
Female,Working,47200.0,6.2,Secondary,12400.0,0,0,2,Rejected
Male,Working,108000.0,0.0,Higher education,21000.0,4,2,0,Approved
Female,Commercial associate,54700.0,15.1,Incomplete higher,16100.0,2,0,0,Rejected
Female,Working,64200.0,3.5,Higher education,17000.0,1,1,0,Approved
Male,Working,77500.0,10.0,Higher education,7100.0,0,0,2,Approved
Female,Working,42900.0,12.2,Secondary,6900.0,1,0,3,Rejected
Female,Working,65300.0,1.5,Incomplete higher,19200.0,5,1,0,Approved
Female,State servant,67700.0,6.9,Secondary,3700.0,3,0,1,Rejected
Female,Working,29800.0,9.4,Secondary,10600.0,1,1,0,Rejected
Male,Commercial associate,67100.0,7.1,Secondary,17400.0,4,0,0,Rejected
Male,Pensioner,58700.0,8.4,Higher education,10200.0,1,0,0,Rejected
Male,Working,63500.0,0.0,Secondary,11100.0,2,0,0,Rejected
Female,Pensioner,60800.0,9.4,Higher education,21700.0,1,1,0,Rejected
Male,Commercial associate,67300.0,4.0,Secondary,29200.0,5,1,0,Rejected
Female,Commercial associate,109300.0,8.3,Higher education,49200.0,1,4,0,Rejected
Female,Working,35200.0,11.3,Higher education,27600.0,1,0,2,Rejected
Female,Working,51300.0,10.0,Secondary,8700.0,4,0,0,Approved
Male,Student,80800.0,8.3,Secondary,6100.0,2,1,1,Rejected
Male,Pensioner,74300.0,9.8,Higher education,8700.0,2,0,2,Approved
Male,State servant,73600.0,10.1,Higher education,17600.0,2,0,0,Approved
Male,State servant,206700.0,14.3,Secondary,9400.0,3,1,1,Approved
Male,Working,78900.0,6.3,Higher education,7300.0,3,0,0,Approved
Male,Pensioner,99600.0,7.4,Secondary,31500.0,3,0,0,Rejected
Male,Working,52100.0,11.3,Secondary,9200.0,6,0,0,Rejected
Female,Pensioner,38300.0,3.9,Secondary,16600.0,0,1,0,Rejected
Female,Working,52000.0,0.0,Higher education,16300.0,4,1,0,Rejected
Female,Working,82500.0,9.1,Secondary,2200.0,2,0,2,Approved
Male,Pensioner,71900.0,5.4,Higher education,30300.0,3,1,1,Rejected
Male,Pensioner,71800.0,0.2,Secondary,4600.0,1,2,0,Rejected
Male,Commercial associate,54400.0,9.1,Higher education,3400.0,1,1,0,Approved
Female,Working,50600.0,13.9,Secondary,8400.0,3,0,2,Rejected
Male,Working,55200.0,0.0,Higher education,6200.0,3,0,default,Approved
Female,Student,83000.0,11.8,Incomplete higher,27200.0,3,2,0,Rejected
Female,Working,87400.0,0.0,Secondary,14700.0,3,1,1,Rejected
Female,Working,38100.0,4.4,Secondary,7800.0,2,0,0,Rejected
Female,Commercial associate,84400.0,16.1,Higher education,3200.0,1,0,0,Approved
Male,Working,44700.0,4.8,Academic degree,15900.0,2,1,3,Rejected
Female,Commercial associate,73900.0,7.0,Lower secondary,9900.0,4,1,0,Approved
Male,Working,54900.0,10.5,Secondary,17400.0,2,0,0,Rejected
Female,Pensioner,121100.0,0.0,Higher education,14800.0,2,0,0,Approved
Female,State servant,49600.0,6.9,Secondary,6400.0,0,1,0,Approved
Male,State servant,64900.0,6.8,Secondary,19000.0,0,0,0,Approved
Female,Commercial associate,78700.0,16.2,Higher education,4200.0,3,1,0,Approved
Other,Working,40400.0,0.1,Higher education,9500.0,2,2,0,Rejected
Male,Pensioner,57900.0,4.5,Higher education,10500.0,0,0,0,Approved
Male,Pensioner,53100.0,1.7,Incomplete higher,11600.0,1,2,0,Rejected
Female,Commercial associate,47500.0,1.1,Secondary,3900.0,4,1,0,Rejected
Female,Commercial associate,49100.0,12.4,Higher education,26300.0,3,1,2,Rejected
Male,Pensioner,98800.0,6.6,Secondary,6300.0,4,0,0,Approved
Female,Commercial associate,45700.0,3.6,Secondary,2600.0,1,1,0,Rejected
Female,Pensioner,77300.0,3.8,Secondary,15100.0,2,3,1,Rejected
Female,Working,69000.0,3.6,Lower secondary,38800.0,4,0,2,Rejected
Male,Commercial associate,31900.0,4.0,Higher education,2200.0,2,0,1,Rejected
Male,Commercial associate,75600.0,0.0,Secondary,5300.0,2,0,late,Rejected
Male,Working,31700.0,5.2,Higher education,21900.0,5,0,0,Rejected
Male,State servant,79400.0,4.6,Lower secondary,12200.0,1,0,1,Rejected
Female,Commercial associate,47700.0,2.6,Lower secondary,4100.0,1,0,0,Rejected
Male,Working,60100.0,7.3,Higher education,10500.0,2,1,0,Rejected
Female,Pensioner,33400.0,7.7,Secondary,32900.0,6,0,0,Rejected
Male,Pensioner,63300.0,3.6,Higher education,28200.0,0,1,1,Approved
Female,Pensioner,90900.0,5.8,Incomplete higher,55100.0,3,1,0,Rejected
Other,Working,41600.0,17.7,Incomplete higher,19600.0,4,1,1,Rejected
Female,State servant,45600.0,17.5,Incomplete higher,8200.0,0,2,0,Rejected
Female,Working,73500.0,1.0,Higher education,21600.0,1,0,1,Rejected
Female,Commercial associate,74300.0,1.7,Secondary,6900.0,0,1,0,Rejected
Female,Working,20000.0,1.0,Higher education,11100.0,5,0,0,Rejected
Female,Commercial associate,148300.0,12.0,Secondary,7000.0,0,1,0,Approved
Male,Pensioner,76000.0,4.4,Secondary,19500.0,2,0,0,Rejected
Female,Commercial associate,81900.0,7.7,Higher education,18400.0,3,1,3,Rejected
Male,Commercial associate,56100.0,16.9,Higher education,7400.0,1,0,0,Approved
Female,Pensioner,26000.0,6.4,Incomplete higher,25000.0,4,2,0,Rejected
Male,Commercial associate,81100.0,10.2,Incomplete higher,30200.0,0,0,0,Approved
Female,Working,46400.0,9.2,Incomplete higher,8300.0,1,0,0,Rejected
Male,Student,76500.0,3.4,Higher education,16100.0,0,1,0,Approved
Male,Pensioner,54300.0,12.0,Higher education,31400.0,2,2,0,Rejected
Female,Student,66600.0,2.1,Secondary,15200.0,0,0,0,Rejected
Male,Student,42200.0,13.5,Higher education,9600.0,0,2,1,Rejected
Female,State servant,88300.0,3.4,Secondary,11500.0,1,0,0,Approved
Female,Pensioner,35100.0,4.0,Secondary,8200.0,0,1,0,Rejected
Male,Commercial associate,164500.0,0.8,Secondary,25500.0,2,0,0,Approved
Male,Working,163900.0,1.7,Incomplete higher,23500.0,1,0,0,Rejected
Female,Commercial associate,124800.0,4.3,Higher education,43600.0,1,1,0,Rejected
Female,Pensioner,106300.0,0.0,Lower secondary,6800.0,4,0,0,Approved
Male,Commercial associate,57600.0,5.3,Academic degree,7800.0,2,0,1,Rejected
Male,State servant,101200.0,3.9,Incomplete higher,3400.0,0,0,0,Approved
Other,Working,57300.0,10.6,Secondary,17600.0,2,0,3,Rejected
Male,Working,29800.0,8.7,Incomplete higher,4800.0,1,0,1,Approved
Male,Commercial associate,117800.0,2.8,Incomplete higher,42200.0,2,0,0,Approved
Female,Working,99500.0,4.1,Incomplete higher,6200.0,0,0,0,Approved
Male,Working,59000.0,5.3,Secondary,2000.0,3,0,1,Rejected
Female,Working,34500.0,14.2,Secondary,4600.0,2,0,0,Approved
Male,Pensioner,46000.0,2.2,Lower secondary,14800.0,2,0,1,Rejected
Female,Commercial associate,26400.0,2.8,Secondary,11300.0,2,0,0,Rejected
Male,Working,91600.0,0.6,Secondary,6100.0,3,0,0,Approved
Male,Working,29100.0,0.0,Higher education,10900.0,0,1,1,Rejected
Male,Working,68100.0,8.1,Secondary,7600.0,3,1,1,Rejected
Male,Working,41000.0,7.6,Secondary,17400.0,2,0,0,Rejected
Female,Pensioner,31500.0,13.2,Academic degree,4900.0,1,0,0,Rejected
Male,Pensioner,66700.0,11.9,Incomplete higher,13400.0,1,0,0,Approved
Female,Working,51500.0,19.0,Lower secondary,13800.0,3,0,0,Rejected
Female,Commercial associate,87300.0,6.1,Secondary,11600.0,2,1,2,Approved
Female,Working,33800.0,5.1,Secondary,16000.0,0,0,0,Rejected
Female,Working,42600.0,0.0,Secondary,10800.0,6,0,0,Rejected
Female,State servant,20400.0,10.1,Higher education,19400.0,3,1,0,Rejected
Male,Commercial associate,22400.0,7.1,Secondary,11600.0,5,0,3,Rejected
Male,State servant,134500.0,9.9,Higher education,26200.0,1,0,0,Approved
Male,Working,152900.0,0.6,Academic degree,13300.0,0,2,0,Approved
Female,Working,62400.0,8.3,Higher education,25200.0,3,0,1,Approved
Female,Working,41300.0,7.6,Secondary,7700.0,2,1,1,Rejected
Female,Commercial associate,52300.0,7.2,Secondary,5400.0,3,0,0,Approved
Male,Student,88700.0,2.9,Secondary,19300.0,2,0,0,Rejected
Male,Working,47500.0,12.7,Secondary,11800.0,3,0,default,Approved
Female,State servant,66600.0,17.2,Higher education,1300.0,1,0,0,Approved
Male,State servant,59500.0,0.7,Secondary,6700.0,3,1,0,Rejected
Female,Commercial associate,46400.0,10.2,Higher education,14900.0,2,0,0,Approved
Female,Working,47300.0,0.0,Incomplete higher,11000.0,6,0,1,Rejected
Female,Commercial associate,68300.0,10.0,Secondary,6400.0,3,0,2,Rejected
Female,Working,38600.0,0.0,Secondary,11700.0,1,1,0,Rejected
Male,Pensioner,73400.0,3.8,Secondary,13100.0,2,0,0,Rejected
Male,Commercial associate,48400.0,0.0,Secondary,2600.0,5,0,0,Rejected
Female,State servant,63400.0,5.4,Higher education,24700.0,1,0,0,Rejected
Male,Commercial associate,111600.0,10.9,Incomplete higher,28400.0,4,0,2,Rejected
Male,Commercial associate,55500.0,0.0,Incomplete higher,6600.0,3,0,0,Rejected
Male,Pensioner,90600.0,4.6,Higher education,38000.0,3,1,0,Rejected
Male,Commercial associate,26700.0,3.8,Secondary,11100.0,2,1,0,Rejected
Female,State servant,48500.0,14.7,Secondary,7300.0,2,0,0,Approved
Male,Working,60600.0,8.7,Secondary,7100.0,2,2,0,Rejected
Female,Student,142300.0,0.4,Secondary,36400.0,3,1,0,Approved
Other,Pensioner,24800.0,4.0,Incomplete higher,5000.0,5,1,0,Rejected
Female,State servant,57300.0,14.6,Higher education,13300.0,2,0,0,Approved
Male,Commercial associate,115300.0,10.2,Secondary,14500.0,2,0,0,Approved
Female,Pensioner,42100.0,1.7,Secondary,19400.0,2,0,0,Rejected
Female,Working,54400.0,5.1,Secondary,12500.0,2,0,0,Rejected
Male,Pensioner,69500.0,5.3,Lower secondary,34700.0,3,1,0,Rejected
Male,Working,65100.0,3.7,Secondary,38900.0,1,0,0,Rejected
Female,Working,121100.0,0.0,Secondary,29700.0,2,0,1,Rejected
Male,Working,73300.0,3.0,Secondary,15500.0,0,0,0,Rejected
Male,Working,108800.0,13.7,Incomplete higher,22100.0,2,2,0,Rejected
Female,Working,50900.0,4.5,Higher education,9400.0,1,0,0,Approved
Male,Pensioner,42900.0,6.0,Higher education,25300.0,3,0,0,Rejected
Male,Working,54100.0,7.2,Secondary,7600.0,2,1,0,Approved
Male,Pensioner,35500.0,18.0,Secondary,5700.0,1,0,0,Approved
Female,Working,74400.0,6.5,Incomplete higher,5600.0,2,0,0,Approved
Female,Pensioner,50300.0,12.2,Secondary,17700.0,2,0,0,Rejected
Male,Pensioner,44300.0,3.4,Secondary,32000.0,1,0,0,Rejected
Male,Working,74900.0,5.2,Higher education,33600.0,0,1,0,Approved
Male,Pensioner,35800.0,6.6,Secondary,1500.0,3,0,0,Rejected
Other,State servant,84700.0,2.5,Secondary,23000.0,3,0,0,Rejected
Male,Pensioner,48300.0,5.4,Incomplete higher,5400.0,3,0,0,Rejected
Male,Working,100900.0,11.1,Higher education,48700.0,5,2,0,Rejected
Male,Commercial associate,50200.0,2.3,Secondary,4000.0,4,1,default,Rejected
Male,Pensioner,79600.0,6.5,Secondary,2600.0,1,0,1,Approved
Female,Working,64900.0,10.2,Higher education,23300.0,1,0,0,Rejected
Female,Pensioner,83700.0,2.2,Secondary,9000.0,0,1,late,Approved
Male,Working,62900.0,12.2,Secondary,8600.0,3,0,0,Rejected
Female,Pensioner,28300.0,6.9,Higher education,6500.0,0,0,0,Approved
Female,Working,94300.0,5.6,Higher education,7500.0,2,1,3,Rejected
Male,Working,57600.0,0.0,Academic degree,24000.0,1,0,1,Rejected
Female,Student,85400.0,4.6,Secondary,5600.0,2,0,0,Rejected
Female,State servant,81700.0,8.4,Secondary,10800.0,1,0,0,Approved
Male,State servant,42300.0,15.6,Higher education,5100.0,2,0,late,Rejected
Male,Student,39700.0,9.5,Higher education,12900.0,4,1,0,Rejected
Female,Working,80400.0,12.4,Secondary,8500.0,0,0,0,Approved
Female,Working,52200.0,0.2,Higher education,16600.0,2,0,0,Rejected
Female,Working,91300.0,5.8,Secondary,18200.0,3,0,default,Rejected
Male,Commercial associate,55300.0,12.8,Incomplete higher,32300.0,1,0,0,Rejected
Male,Working,94900.0,1.9,Incomplete higher,46700.0,5,0,0,Rejected
Female,State servant,72400.0,11.5,Secondary,7100.0,0,1,0,Rejected
Male,Working,68200.0,10.3,Lower secondary,19600.0,0,0,0,Rejected
Female,Working,50600.0,7.9,Academic degree,8400.0,2,1,0,Rejected
Female,Working,66500.0,4.8,Secondary,17800.0,3,1,0,Rejected
